Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
ART,8050,,McDonald Todd A (0509-CAAH),5, #,#,#,#,#,#,#,#,#,#
ART,8210,,Donar David Stewart (0509-CAAH),9, #,#,#,#,#,#,#,#,#,#
ART,8500,,McDonald Todd A (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8500,,Thum Kathleen Ann (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8500,,Zimany Valerie A. (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8510,,Anderson Todd Dennis (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8510,,McDonald Todd A (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8510,,Thum Kathleen Ann (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8510,,Zimany Valerie A. (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8700,,Zimany Valerie A. (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8710,,McDonald Todd A (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8710,,Wrangle Anderson  (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8710,,Zimany Valerie A. (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8800,,Anderson Todd Dennis (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8800,,Detrich David M (0509-CAAH),3, #,#,#,#,#,#,#,#,#,#
ART,8800,,Thum Kathleen Ann (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8800,,Wrangle Anderson  (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8800,,Zimany Valerie A. (0509-CAAH),2, #,#,#,#,#,#,#,#,#,#
ART,8910,,Detrich David M (0509-CAAH),4, #,#,#,#,#,#,#,#,#,#
ART,8910,,Wrangle Anderson  (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
ART,8910,,Zimany Valerie A. (0509-CAAH),1, #,#,#,#,#,#,#,#,#,#
""
CSM,1000,,Lucas Jason D (0507-CAAH),53, 47.17,35.85,7.55,3.77,3.77,1.89,0,0,0,0
CSM,2010,,Clarke Shima N (0507-CAAH),56, 26.79,25.00,26.79,10.71,8.93,1.79,0,0,0,0
CSM,2030,,Seel Robert M (0507-CAAH),60, 25.00,51.67,13.33,1.67,5.00,3.33,0,0,0,0
CSM,3040,,Burgett Joseph Michael (0507-CAAH),54, 25.93,44.44,22.22,5.56,1.85,0,0,0,0,0
CSM,3060,,Lucas Jason D (0507-CAAH),53, 47.17,39.62,9.43,0,0,3.77,0,0,0,0
CSM,3510,,Mousavi Rizi Seyed Ehsan (0507-CAAH),54, 29.63,33.33,25.93,3.70,7.41,0,0,0,0,0
CSM,4110,,Corley Nicholas L (0507-CAAH),59, 67.80,30.51,1.69,0,0,0,0,0,0,0
CSM,4500,,Jackson Nathaniel M (0507-CAAH),59, 79.66,1.69,13.56,0,0,0,5.08,0,0,0
CSM,4530,,Bausman Dennis C (0507-CAAH),60, 26.67,70.00,3.33,0,0,0,0,0,0,0
CSM,4610,,Piper Christine A (0507-CAAH),60, 15.00,50.00,31.67,3.33,0,0,0,0,0,0
CSM,4900,H,Clarke Shima N (0507-CAAH),1, #,#,#,#,#,#,#,#,#,#
CSM,4980,,Burgett Joseph Michael (0507-CAAH),8, #,#,#,#,#,#,#,#,#,#
CSM,4980,,Clarke Shima N (0507-CAAH),5, #,#,#,#,#,#,#,#,#,#
CSM,4980,,Jackson Nathaniel M (0507-CAAH),1, #,#,#,#,#,#,#,#,#,#
CSM,4980,,Lucas Jason D (0507-CAAH),6, #,#,#,#,#,#,#,#,#,#
CSM,4980,,Mousavi Rizi Seyed Ehsan (0507-CAAH),6, #,#,#,#,#,#,#,#,#,#
CSM,8330,,Clarke Shima N (0507-CAAH),10, 90.00,10.00,0,0,0,0,0,0,0,0
CSM,8610,,Piper Christine A (0507-CAAH),19, 26.32,47.37,26.32,0,0,0,0,0,0,0
CSM,8620,,Liska Roger William (0507-CAAH),9, #,#,#,#,#,#,#,#,#,#
CSM,8900,,Clarke Shima N (0507-CAAH),1, #,#,#,#,#,#,#,#,#,#
""
PAS,3010,,Bartley Abel A (0527-CAAH),19, 52.63,36.84,10.53,0,0,0,0,0,0,0
PAS,4980,,Bartley Abel A (0527-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,8010,,Gaber John Albert (0511-CAAH),4, #,#,#,#,#,#,#,#,#,#
PDBE,8050,,Joseph Anjali  (0503-CAAH),2, #,#,#,#,#,#,#,#,#,#
PDBE,8060,,Padua Mary G (0503-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,8070,,Lauria Mickey  (0511-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,8100,,Schurch Thomas William (0503-CAAH),9, #,#,#,#,#,#,#,#,#,#
PDBE,8120,,Lauria Mickey  (0511-CAAH),11, 0,0,0,0,0,0,0,0,100.00,0
PDBE,8150,,Lauria Mickey  (0511-CAAH),7, #,#,#,#,#,#,#,#,#,#
PDBE,9900,,Lauria Mickey  (0511-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Battisto Dina G. (0503-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Blouin Vincent Yves Marie (0503-CAAH),2, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Joseph Anjali  (0503-CAAH),2, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Kleiss Michael Carlos Barrios (0503-CAAH),2, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Lauria Mickey  (0511-CAAH),1, #,#,#,#,#,#,#,#,#,#
PDBE,9910,,Powers Matthew Neal (0503-CAAH),2, #,#,#,#,#,#,#,#,#,#
RCID,8010,,Vitanza Victor Joe (0523-CAAH),8, #,#,#,#,#,#,#,#,#,#
RCID,8040,,Hung Christina Nguyen (0509-CAAH),9, #,#,#,#,#,#,#,#,#,#
RCID,8050,,Holmevik Jan Rune (0523-CAAH),6, #,#,#,#,#,#,#,#,#,#
RCID,8120,,Haynes Cynthia Ann (0523-CAAH),9, #,#,#,#,#,#,#,#,#,#
RCID,8130,,Blakesley David E (0523-CAAH),12, 91.67,0,0,0,0,0,8.33,0,0,0
RCID,8130,,Skrodzka Agnieszka  (0523-CAAH),10, 90.00,10.00,0,0,0,0,0,0,0,0
RCID,8310,,Haynes Cynthia Ann (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,8310,,Holmevik Jan Rune (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,8310,,Vitanza Victor Joe (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,8330,,Haynes Cynthia Ann (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,8330,,Holmevik Jan Rune (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,8330,,Vitanza Victor Joe (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,9910,,Blakesley David E (0523-CAAH),2, #,#,#,#,#,#,#,#,#,#
RCID,9910,,Haynes Cynthia Ann (0523-CAAH),3, #,#,#,#,#,#,#,#,#,#
RCID,9910,,Holmevik Jan Rune (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,9910,,Katz Steven B (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
RCID,9910,,Vitanza Victor Joe (0523-CAAH),1, #,#,#,#,#,#,#,#,#,#
STS,1010,,Brame Scott E (0919-CECAS),34, 32.35,58.82,8.82,0,0,0,0,0,0,0
STS,1010,,Cooper Sarah Mae (0523-CAAH),35, 40.00,22.86,17.14,8.57,0,11.43,0,0,0,0
STS,1010,,Dugan Melissa M (0523-CAAH),36, 83.33,8.33,2.78,0,0,0,5.56,0,0,0
STS,1010,,Foltz David Charles (0523-CAAH),31, 41.94,48.39,6.45,0,0,3.23,0,0,0,0
STS,1010,,MacAlystre Megan Noel (0523-CAAH),36, 50.00,13.89,27.78,0,5.56,2.78,0,0,0,0
STS,1010,,Randall Philip D (0523-CAAH),36, 47.22,38.89,13.89,0,0,0,0,0,0,0
STS,1010,,Stansell Elizabeth Anderson (0523-CAAH),37, 51.35,32.43,2.70,0,5.41,8.11,0,0,0,0
STS,1010,,Stripling Stephanie Meshell (0523-CAAH),35, 97.14,2.86,0,0,0,0,0,0,0,0
STS,1010,,Widgren Kenneth David (0535-CAAH),37, 67.57,27.03,0,0,2.70,2.70,0,0,0,0
WS,2300,,Price Mary J (4075-STUD),25, 68.00,16.00,8.00,0,4.00,4.00,0,0,0,0
WS,3010,,Adams Elizabeth Rose (0537-CAAH),60, 53.33,38.33,3.33,0,1.67,3.33,0,0,0,0
WS,3900,,Perpich Diane  (0528-CAAH),14, 100.00,0,0,0,0,0,0,0,0,0
WS,4230,,Vogel Melissa A (1356-CBSHS),8, #,#,#,#,#,#,#,#,#,#
WS,4950,,Perpich Diane  (0528-CAAH),1, #,#,#,#,#,#,#,#,#,#
""
ENGL,1030,,Adams Whitney Jordan  (0501-CAAH),37, 89.19,0,0,0,5.41,5.41,0,0,0,0
ENGL,1030,,Aldebol-Hazle Kristen Louise (0523-CAAH),37, 64.86,27.03,5.41,0,0,2.70,0,0,0,0
ENGL,1030,,Atkinson Daniel Quintin (0523-CAAH),37, 94.59,2.70,0,0,0,2.70,0,0,0,0
ENGL,1030,,Carter Sarah Margaret (0523-CAAH),27, 44.44,29.63,18.52,0,0,7.41,0,0,0,0
ENGL,1030,,Chung Shauna  (0501-CAAH),30, 80.00,16.67,0,0,3.33,0,0,0,0,0
ENGL,1030,,Conway John E (0523-CAAH),41, 68.29,26.83,2.44,0,2.44,0,0,0,0,0
ENGL,1030,,Forsberg Jennifer Hagen (0523-CAAH),36, 61.11,22.22,13.89,2.78,0,0,0,0,0,0
ENGL,1030,,Gaines Brian Lee (0501-CAAH),36, 69.44,16.67,8.33,5.56,0,0,0,0,0,0
ENGL,1030,,Gorman Austin C (0523-CAAH),36, 77.78,16.67,2.78,0,0,2.78,0,0,0,0
ENGL,1030,,Green La'Cresha Ulon (0523-CAAH),37, 37.84,48.65,5.41,0,5.41,2.70,0,0,0,0
ENGL,1030,,Hamilton Eric Reid (0501-CAAH),23, 73.91,21.74,0,0,4.35,0,0,0,0,0
ENGL,1030,,Harris Allison Nicole (0523-CAAH),35, 77.14,14.29,2.86,0,5.71,0,0,0,0,0
ENGL,1030,,Hill Carrie  (0523-CAAH),38, 52.63,39.47,2.63,0,2.63,2.63,0,0,0,0
ENGL,1030,,Houser Victoria  (0501-CAAH),32, 78.13,18.75,0,0,3.13,0,0,0,0,0
ENGL,1030,,Huff-Oelberg Courtney MacLean (0523-CAAH),31, 61.29,32.26,6.45,0,0,0,0,0,0,0
ENGL,1030,,Hundley Stephen M (0523-CAAH),35, 77.14,22.86,0,0,0,0,0,0,0,0
ENGL,1030,,Karnes Martha Sue (0523-CAAH),34, 79.41,14.71,5.88,0,0,0,0,0,0,0
ENGL,1030,,Kuebler Jane Elizabeth (0523-CAAH),38, 39.47,42.11,2.63,7.89,0,7.89,0,0,0,0
ENGL,1030,,Lloyd Michelle A (0501-CAAH),22, 68.18,22.73,4.55,0,0,4.55,0,0,0,0
ENGL,1030,,Lucke Charlotte Estelle (0501-CAAH),35, 68.57,20.00,5.71,2.86,2.86,0,0,0,0,0
ENGL,1030,,Makala Remley Melissa Edmundson (0523-CAAH),72, 84.72,13.89,0,0,1.39,0,0,0,0,0
ENGL,1030,,Maxim Abigail E (0523-CAAH),32, 68.75,25.00,0,0,6.25,0,0,0,0,0
ENGL,1030,,Measel Michael David (0501-CAAH),36, 66.67,19.44,8.33,2.78,0,2.78,0,0,0,0
ENGL,1030,,Nugent Gabrielle Grace (0523-CAAH),38, 78.95,15.79,2.63,0,2.63,0,0,0,0,0
ENGL,1030,,Quaglia Beltran Diane Mary (0501-CAAH),33, 84.85,15.15,0,0,0,0,0,0,0,0
ENGL,1030,,Quigley Stephen J (0501-CAAH),34, 61.76,11.76,14.71,0,2.94,8.82,0,0,0,0
ENGL,1030,,Richardson Sarah Elizabeth (0523-CAAH),35, 74.29,11.43,8.57,2.86,0,2.86,0,0,0,0
ENGL,1030,,Robertson Carley Amanda (0523-CAAH),26, 57.69,26.92,7.69,0,7.69,0,0,0,0,0
ENGL,1030,,Russo Michael T (0501-CAAH),38, 89.47,7.89,2.63,0,0,0,0,0,0,0
ENGL,1030,,Smith Valerie M (0523-CAAH),74, 72.97,27.03,0,0,0,0,0,0,0,0
ENGL,1030,,Stuart Christopher  (0501-CAAH),37, 70.27,18.92,5.41,0,2.70,2.70,0,0,0,0
ENGL,1030,,Wakefield Jennie Elizabeth (0523-CAAH),74, 66.22,27.03,0,0,2.70,4.05,0,0,0,0
ENGL,1030,,Whitaker Chloe Michelle (0523-CAAH),35, 65.71,31.43,0,0,2.86,0,0,0,0,0
ENGL,1030,,Young Caroline Elizabeth (0523-CAAH),36, 55.56,33.33,2.78,2.78,2.78,2.78,0,0,0,0
ENGL,1030,H,Smith John Robert (0523-CAAH),12, 100.00,0,0,0,0,0,0,0,0,0
ENGL,1030,H,Smith Michelle C (0523-CAAH),18, 77.78,22.22,0,0,0,0,0,0,0,0
ENGL,2120,,Beck Katalin  (0523-CAAH),27, 37.04,25.93,22.22,7.41,0,7.41,0,0,0,0
ENGL,2120,,Citro Daniel Scott (0523-CAAH),53, 67.92,28.30,0,0,0,3.77,0,0,0,0
ENGL,2120,,Cooper Sarah Mae (0523-CAAH),55, 25.45,50.91,12.73,5.45,0,5.45,0,0,0,0
ENGL,2120,,Ghita Lucian  (0523-CAAH),84, 60.71,34.52,2.38,0,1.19,1.19,0,0,0,0
ENGL,2120,,Harris Allison Nicole (0523-CAAH),55, 65.45,29.09,3.64,0,0,1.82,0,0,0,0
ENGL,2120,,Kettnich Karen M (0523-CAAH),56, 25.00,41.07,14.29,3.57,0,16.07,0,0,0,0
ENGL,2120,,Mathas Andrew P (0523-CAAH),55, 47.27,20.00,9.09,5.45,10.91,7.27,0,0,0,0
ENGL,2120,,Morrissey Lee J (0523-CAAH),19, 15.79,47.37,21.05,10.53,5.26,0,0,0,0,0
ENGL,2120,,Whitaker Chloe Michelle (0523-CAAH),53, 60.38,22.64,1.89,1.89,11.32,1.89,0,0,0,0
ENGL,2120,,Wood Joshua A (0501-CAAH),55, 67.27,18.18,1.82,7.27,3.64,1.82,0,0,0,0
ENGL,2130,,Aldebol-Hazle Kristen Louise (0523-CAAH),55, 60.00,29.09,0,5.45,1.82,3.64,0,0,0,0
ENGL,2130,,Benson Christopher A (0523-CAAH),56, 51.79,41.07,3.57,1.79,1.79,0,0,0,0,0
ENGL,2130,,Ghita Lucian  (0523-CAAH),54, 72.22,25.93,0,0,0,1.85,0,0,0,0
ENGL,2130,,MacAlystre Megan Noel (0523-CAAH),83, 40.96,27.71,18.07,3.61,4.82,3.61,1.20,0,0,0
ENGL,2130,,Morgenstern John D (0523-CAAH),27, 62.96,29.63,7.41,0,0,0,0,0,0,0
ENGL,2140,,Foltz David Charles (0523-CAAH),80, 28.75,42.50,13.75,2.50,0,12.50,0,0,0,0
ENGL,2140,,Forsberg Jennifer Hagen (0523-CAAH),56, 41.07,44.64,8.93,3.57,1.79,0,0,0,0,0
ENGL,2140,,Gale Erin Nicholson (0523-CAAH),109, 60.55,29.36,7.34,0,0.92,1.83,0,0,0,0
ENGL,2140,,Stansell Elizabeth Anderson (0523-CAAH),28, 39.29,35.71,10.71,7.14,0,7.14,0,0,0,0
ENGL,2150,,Citro Daniel Scott (0523-CAAH),54, 64.81,25.93,0,0,0,9.26,0,0,0,0
ENGL,2150,,Clarey Chelsea Marie (0523-CAAH),74, 31.08,35.14,14.86,5.41,6.76,6.76,0,0,0,0
ENGL,2150,,Cooper Sarah Mae (0523-CAAH),51, 39.22,35.29,17.65,0,5.88,1.96,0,0,0,0
ENGL,2150,,Dugan Melissa M (0523-CAAH),47, 72.34,23.40,4.26,0,0,0,0,0,0,0
ENGL,2150,,Foltz David Charles (0523-CAAH),37, 40.54,21.62,24.32,0,2.70,10.81,0,0,0,0
ENGL,2150,,Mathas Andrew P (0523-CAAH),55, 43.64,27.27,12.73,7.27,7.27,1.82,0,0,0,0
ENGL,2150,,Monaghan Amy N (0523-CAAH),19, 0,84.21,10.53,0,0,5.26,0,0,0,0
ENGL,2150,,Nalley Sharon Kathleen (0523-CAAH),47, 53.19,40.43,4.26,2.13,0,0,0,0,0,0
ENGL,2150,,Pursley John Logan (0523-CAAH),85, 48.24,29.41,8.24,5.88,5.88,2.35,0,0,0,0
ENGL,2150,,Stripling Stephanie Meshell (0523-CAAH),28, 92.86,0,0,0,7.14,0,0,0,0,0
ENGL,2150,,Turner Lindsay Kathleen (0523-CAAH),56, 19.64,51.79,23.21,0,3.57,1.79,0,0,0,0
ENGL,2150,,Wiley Candace G (0523-CAAH),56, 57.14,5.36,3.57,10.71,3.57,19.64,0,0,0,0
ENGL,2150,,Young Caroline Elizabeth (0523-CAAH),56, 75.00,17.86,1.79,0,1.79,3.57,0,0,0,0
ENGL,2150,H,Monaghan Amy N (0523-CAAH),14, 21.43,78.57,0,0,0,0,0,0,0,0
ENGL,3040,,Kartalopoulos Stephanie Maria (0523-CAAH),38, 84.21,5.26,2.63,0,0,7.89,0,0,0,0
ENGL,3040,,Randall Philip D (0523-CAAH),37, 67.57,27.03,0,0,0,5.41,0,0,0,0
ENGL,3040,,Robinson Geveryl Lee (0523-CAAH),38, 63.16,7.89,15.79,0,7.89,5.26,0,0,0,0
ENGL,3040,,Smith Brian Adam (0523-CAAH),38, 94.74,2.63,0,0,0,0,2.63,0,0,0
ENGL,3040,,Stephens Crystal Patrica (0523-CAAH),73, 83.56,10.96,1.37,0,1.37,2.74,0,0,0,0
ENGL,3040,,Stephens Eric J (0501-CAAH),38, 94.74,5.26,0,0,0,0,0,0,0,0
ENGL,3040,,Williams Sean D. (0523-CAAH),19, 68.42,21.05,10.53,0,0,0,0,0,0,0
ENGL,3100,,Manganelli Kimberly Snyder (0523-CAAH),17, 29.41,41.18,11.76,11.76,0,5.88,0,0,0,0
ENGL,3100,,Mastroianni Dominic B (0523-CAAH),19, 42.11,36.84,21.05,0,0,0,0,0,0,0
ENGL,3100,,Stockton William H (0523-CAAH),30, 40.00,23.33,13.33,0,3.33,20.00,0,0,0,0
ENGL,3120,,Stansell Elizabeth Anderson (0523-CAAH),35, 54.29,37.14,8.57,0,0,0,0,0,0,0
ENGL,3140,,Beck Katalin  (0523-CAAH),57, 50.88,38.60,7.02,1.75,0,1.75,0,0,0,0
ENGL,3140,,Dugan Melissa M (0523-CAAH),37, 91.89,2.70,2.70,0,0,2.70,0,0,0,0
ENGL,3140,,Fisk Ashley Cowden (0523-CAAH),19, 100.00,0,0,0,0,0,0,0,0,0
ENGL,3140,,Fuller Samuel Jackson (0501-CAAH),38, 94.74,5.26,0,0,0,0,0,0,0,0
ENGL,3140,,Green La'Cresha Ulon (0523-CAAH),18, 44.44,33.33,11.11,0,0,11.11,0,0,0,0
ENGL,3140,,Holmevik Jan Rune (0523-CAAH),19, 84.21,10.53,5.26,0,0,0,0,0,0,0
ENGL,3140,,Nalley Sharon Kathleen (0523-CAAH),37, 72.97,13.51,5.41,2.70,2.70,2.70,0,0,0,0
ENGL,3140,,Pulley William M (0523-CAAH),37, 56.76,32.43,5.41,5.41,0,0,0,0,0,0
ENGL,3140,,Riggs Nathan  (0501-CAAH),37, 83.78,13.51,2.70,0,0,0,0,0,0,0
ENGL,3140,,Robinson Geveryl Lee (0523-CAAH),38, 60.53,26.32,2.63,5.26,0,5.26,0,0,0,0
ENGL,3140,,Stripling Stephanie Meshell (0523-CAAH),57, 91.23,0,1.75,3.51,0,3.51,0,0,0,0
ENGL,3150,,Benson Christopher A (0523-CAAH),38, 84.21,7.89,0,2.63,2.63,0,2.63,0,0,0
ENGL,3150,,Conway John E (0523-CAAH),38, 97.37,0,0,0,2.63,0,0,0,0,0
ENGL,3150,,Pulley William M (0523-CAAH),38, 47.37,26.32,13.16,5.26,7.89,0,0,0,0,0
ENGL,3150,,Randall Philip D (0523-CAAH),38, 60.53,23.68,5.26,0,5.26,5.26,0,0,0,0
ENGL,3370,,Pursley John Logan (0523-CAAH),9, #,#,#,#,#,#,#,#,#,#
ENGL,3450,,Morris Keith L (0523-CAAH),19, 52.63,47.37,0,0,0,0,0,0,0,0
ENGL,3460,,Weise Jillian M (0523-CAAH),17, 29.41,58.82,11.76,0,0,0,0,0,0,0
ENGL,3470,,Collins Carol A (0525-CAAH),4, #,#,#,#,#,#,#,#,#,#
ENGL,3480,,Brown Nicholas Christiansen (0523-CAAH),19, 84.21,5.26,0,0,0,10.53,0,0,0,0
ENGL,3490,,Hankins Gabriel Anderson (0523-CAAH),17, 23.53,52.94,5.88,0,0,17.65,0,0,0,0
ENGL,3540,,Naimou Angela M (0523-CAAH),19, 52.63,26.32,15.79,0,0,0,5.26,0,0,0
ENGL,3570,,Monaghan Amy N (0523-CAAH),36, 22.22,69.44,8.33,0,0,0,0,0,0,0
ENGL,3570,,Smith John Robert (0523-CAAH),19, 52.63,31.58,10.53,0,5.26,0,0,0,0,0
ENGL,3850,,MacAlystre Megan Noel (0523-CAAH),19, 47.37,42.11,5.26,0,0,5.26,0,0,0,0
ENGL,3860,,Cooper Sarah Mae (0523-CAAH),19, 31.58,57.89,0,5.26,0,5.26,0,0,0,0
ENGL,3960,,Goss Erin Marina (0523-CAAH),55, 29.09,32.73,10.91,14.55,7.27,5.45,0,0,0,0
ENGL,3970,,Coombs David Sweeney (0523-CAAH),19, 36.84,52.63,10.53,0,0,0,0,0,0,0
ENGL,3980,,Manganelli Kimberly Snyder (0523-CAAH),19, 31.58,31.58,21.05,0,5.26,10.53,0,0,0,0
ENGL,3990,,Hunter Walter Edgar (0523-CAAH),19, 42.11,42.11,10.53,0,0,0,5.26,0,0,0
ENGL,4030,,Hunter Walter Edgar (0523-CAAH),19, 68.42,31.58,0,0,0,0,0,0,0,0
ENGL,4110,,Lemons Andrew M (0523-CAAH),18, 61.11,38.89,0,0,0,0,0,0,0,0
ENGL,4110,,Rivlin Elizabeth J (0523-CAAH),38, 42.11,36.84,10.53,0,2.63,5.26,2.63,0,0,0
ENGL,4170,,Coombs David Sweeney (0523-CAAH),19, 42.11,36.84,0,0,0,5.26,15.79,0,0,0
