Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
COMM,2500,,Moore Amanda Elizabeth (0533-CBSHS),94, 64.89,26.60,6.38,0,2.13,0,0,0,0,0
COMM,2500,,Pugh Marilyn Denise (0533-CBSHS),76, 64.47,27.63,2.63,0,1.32,2.63,1.32,0,0,0
COMM,2500,,Taweh Jumah Patricia (0533-CBSHS),56, 67.86,21.43,5.36,0,1.79,3.57,0,0,0,0
COMM,2500,H,Baker Caitlin E (0533-CBSHS),34, 100.00,0,0,0,0,0,0,0,0,0
COMM,2500,H,Dixon Lindsey C (0533-CBSHS),30, 86.67,6.67,3.33,0,0,3.33,0,0,0,0
COMM,2500,H,Taweh Jumah Patricia (0533-CBSHS),16, 87.50,6.25,0,0,0,6.25,0,0,0,0
COMM,3050,,Dixon Lindsey C (0533-CBSHS),19, 94.74,5.26,0,0,0,0,0,0,0,0
COMM,3200,,Johnson Wanda A (5606-CABS),19, 94.74,0,0,0,0,5.26,0,0,0,0
COMM,3220,,Pindar Lori Marlise (0533-CBSHS),19, 73.68,15.79,10.53,0,0,0,0,0,0,0
COMM,3240,,Cranmer Gregory Keith (0533-CBSHS),36, 41.67,52.78,5.56,0,0,0,0,0,0,0
COMM,3260,,McElveen Katie Barnes (0533-CBSHS),19, 89.47,5.26,0,0,0,5.26,0,0,0,0
COMM,3260,,Pratt Angela N (0533-CBSHS),37, 89.19,8.11,2.70,0,0,0,0,0,0,0
COMM,3480,,Pangborn Stephanie Michelle (0533-CBSHS),36, 63.89,27.78,5.56,2.78,0,0,0,0,0,0
COMM,3550,,Tallapragada Meghnaa  (0533-CBSHS),50, 64.00,24.00,4.00,2.00,2.00,2.00,2.00,0,0,0
COMM,3560,,Smith Eddie R (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,3570,,Pyle Andrew Stephen (0533-CBSHS),38, 78.95,21.05,0,0,0,0,0,0,0,0
COMM,3660,,Land Mark David (5611-CABS),15, 53.33,46.67,0,0,0,0,0,0,0,0
COMM,3660,,Pangborn Stephanie Michelle (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,3660,,Rodgers Michael E. (5675-CABS),18, 94.44,0,0,0,0,5.56,0,0,0,0
COMM,3660,,Smith Eddie R (0533-CBSHS),2, #,#,#,#,#,#,#,#,#,#
COMM,3700,,Papenfus Lisa Williford (0533-CBSHS),18, 100.00,0,0,0,0,0,0,0,0,0
COMM,3710,,Mendelsohn Andrew Philip (0533-CBSHS),19, 100.00,0,0,0,0,0,0,0,0,0
COMM,3720,,Littleton Alicia Nicole (0533-CBSHS),19, 100.00,0,0,0,0,0,0,0,0,0
COMM,3730,,Reynolds William W. (0533-CBSHS),11, 90.91,0,0,0,0,9.09,0,0,0,0
COMM,3740,,Beasley Roger W (0533-CBSHS),19, 100.00,0,0,0,0,0,0,0,0,0
COMM,3900,,Smith Eddie R (0533-CBSHS),49, 0,0,0,0,0,0,0,0,100.00,0
COMM,3990,,Ash Erin Michelle (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,3990,,Matthey Pauline  (0533-CBSHS),6, #,#,#,#,#,#,#,#,#,#
COMM,3990,,McElveen Katie Barnes (0533-CBSHS),11, 90.91,9.09,0,0,0,0,0,0,0,0
COMM,3990,,Papenfus Lisa Williford (0533-CBSHS),2, #,#,#,#,#,#,#,#,#,#
COMM,4250,,Denham Bryan E. (0533-CBSHS),15, 40.00,46.67,6.67,0,0,6.67,0,0,0,0
COMM,4260,,Spinda John Steven Wasyl (0533-CBSHS),37, 62.16,32.43,2.70,0,0,0,2.70,0,0,0
COMM,4300,,Roberts James Isaac (0533-CBSHS),19, 84.21,10.53,5.26,0,0,0,0,0,0,0
COMM,4660,,Robertson Nigel F (0533-CBSHS),16, 93.75,6.25,0,0,0,0,0,0,0,0
COMM,4710,,Pangborn Stephanie Michelle (0533-CBSHS),19, 52.63,36.84,10.53,0,0,0,0,0,0,0
COMM,4950,,Ash Erin Michelle (0533-CBSHS),18, 94.44,0,5.56,0,0,0,0,0,0,0
COMM,4950,,Spinda John Steven Wasyl (0533-CBSHS),18, 100.00,0,0,0,0,0,0,0,0,0
COMM,4960,H,Ash Erin Michelle (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,4960,H,Pyle Andrew Stephen (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,4960,H,Scott David Travers (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,4980,,Mazer Joseph P (0533-CBSHS),34, 0,0,0,0,0,0,0,0,100.00,0
COMM,4990,,Cranmer Gregory Keith (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,4990,,Pindar Lori Marlise (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,4990,,Pyle Andrew Stephen (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,8000,,Linvill Darren L (0533-CBSHS),13, 0,0,0,0,0,0,0,0,100.00,0
COMM,8010,,Pyle Andrew Stephen (0533-CBSHS),8, #,#,#,#,#,#,#,#,#,#
COMM,8030,,Scott David Travers (0533-CBSHS),8, #,#,#,#,#,#,#,#,#,#
COMM,8040,,Okamoto Kristen Elaine (0533-CBSHS),12, 100.00,0,0,0,0,0,0,0,0,0
COMM,8100,,Cranmer Gregory Keith (0533-CBSHS),8, #,#,#,#,#,#,#,#,#,#
COMM,8740,,Denham Bryan E. (0533-CBSHS),3, #,#,#,#,#,#,#,#,#,#
COMM,8900,,Linvill Darren L (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,8910,,Scott David Travers (0533-CBSHS),6, #,#,#,#,#,#,#,#,#,#
COMM,8990,,Mazer Joseph P (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
COMM,8990,,Pangborn Stephanie Michelle (0533-CBSHS),1, #,#,#,#,#,#,#,#,#,#
""
HEHD,3990,,Moore Peralta Arelis  (0535-CAAH),16, 100.00,0,0,0,0,0,0,0,0,0
HEHD,4990,,Limber Susan P. (0756-CBSHS),6, #,#,#,#,#,#,#,#,#,#
HEHD,4990,,Watt Paula J (0742-CBSHS),11, 100.00,0,0,0,0,0,0,0,0,0
YDP,3000,,Garst Barry A (0754-CBSHS),24, 54.17,33.33,0,8.33,4.17,0,0,0,0,0
YDP,3050,,Bowers Edmond Patrick (0754-CBSHS),20, 60.00,20.00,10.00,10.00,0,0,0,0,0,0
YDP,3200,,Stephens Lauren Elizabeth (0754-CBSHS),20, 60.00,35.00,5.00,0,0,0,0,0,0,0
YDP,3300,,Rembert Kellye S (0701-CBSHS),19, 84.21,5.26,5.26,0,0,5.26,0,0,0,0
YDP,3350,,Avishai Allison Michelle (0754-CBSHS),18, 50.00,16.67,16.67,11.11,5.56,0,0,0,0,0
YDP,3450,,Johnson Kimberly Pearson (0754-CBSHS),23, 86.96,0,8.70,4.35,0,0,0,0,0,0
YDP,8000,,Bowers Edmond Patrick (0754-CBSHS),23, 65.22,26.09,8.70,0,0,0,0,0,0,0
YDP,8030,,Garst Barry A (0754-CBSHS),18, 83.33,11.11,5.56,0,0,0,0,0,0,0
YDP,8050,,Quinn William H (0754-CBSHS),20, 85.00,15.00,0,0,0,0,0,0,0,0
YDP,8060,,Gillard Ann Marie (0754-CBSHS),32, 71.88,15.63,12.50,0,0,0,0,0,0,0
YDP,8080,,Chancellor Anna-Marie VanPuymbroeck (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
YDP,8900,,Bowers Edmond Patrick (0754-CBSHS),3, #,#,#,#,#,#,#,#,#,#
YDP,8900,,Garst Barry A (0754-CBSHS),1, #,#,#,#,#,#,#,#,#,#
YDP,8900,,Quinn William H (0754-CBSHS),1, #,#,#,#,#,#,#,#,#,#
""
PADM,7020,,Chrestman Ronald E (5406-PROV),27, 88.89,3.70,0,0,0,0,7.41,0,0,0
PADM,8210,,Mellott Mark Daniel (5735-CBSHS),13, 100.00,0,0,0,0,0,0,0,0,0
PADM,8220,,Yazykova Mellott Ekaterina Mihailovna (5735-CBSHS),30, 73.33,26.67,0,0,0,0,0,0,0,0
PADM,8270,,Nichols Lawrence  (5735-CBSHS),28, 89.29,3.57,3.57,0,0,0,3.57,0,0,0
PADM,8290,,Frager Robert D (0133-RES),15, 73.33,26.67,0,0,0,0,0,0,0,0
PADM,8420,,White David Lawrence (0735-CBSHS),11, 54.55,27.27,0,0,9.09,9.09,0,0,0,0
PADM,8500,,Cook David Leigh (5735-CBSHS),11, 90.91,9.09,0,0,0,0,0,0,0,0
PADM,8620,,Mellott Mark Daniel (5735-CBSHS),15, 93.33,0,0,0,0,0,6.67,0,0,0
PADM,8660,,Nichols Renee Salick (5735-CBSHS),7, #,#,#,#,#,#,#,#,#,#
PADM,8720,,Dickes Lori Ann (5735-CBSHS),8, #,#,#,#,#,#,#,#,#,#
PADM,8780,,Dickes Lori Ann (5735-CBSHS),3, #,#,#,#,#,#,#,#,#,#
PADM,8780,,Schmidt Scott A (5735-CBSHS),6, #,#,#,#,#,#,#,#,#,#
PADM,8790,,Dickes Lori Ann (5735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
""
NPL,3000,,Mazer Christina Marie (0739-CBSHS),100, 65.00,20.00,8.00,2.00,4.00,0,1.00,0,0,0
NPL,3000,,Stevens Bonnie Westbury (0735-CBSHS),60, 61.67,21.67,6.67,0,1.67,8.33,0,0,0,0
NPL,3020,,ORourke Thomas John (0735-CBSHS),29, 82.76,0,0,0,3.45,0,0,0,0,0
NPL,3040,,Anderson Daniel Morgan (0739-CBSHS),32, 71.88,18.75,0,0,9.38,0,0,0,0,0
NPL,4900,,Brookover Corey Douglas (0739-CBSHS),11, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1950,,Savedra Adam R (0735-CBSHS),11, 45.45,54.55,0,0,0,0,0,0,0,0
PRTM,1980,,Anderson Denise Marie (0701-CBSHS),17, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Baldwin Elizabeth Dennis (0735-CBSHS),13, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Black Katrina Latrice (0735-CBSHS),14, 0,0,0,0,0,7.14,0,0,92.86,0
PRTM,1980,,Brookover Robert S (0735-CBSHS),14, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Cathey Jamie Lynn (0735-CBSHS),14, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Dudley Katie  (0735-CBSHS),13, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Gagnon Ryan Joseph (0735-CBSHS),14, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Harris Brandon S (0735-CBSHS),13, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Stone Garrett A (0735-CBSHS),15, 0,0,0,0,0,0,0,0,100.00,0
PRTM,1980,,Tucker Teresa Walton (0735-CBSHS),15, 0,0,0,0,0,0,0,0,100.00,0
PRTM,2060,,Cathey Jamie Lynn (0735-CBSHS),23, 0,0,0,0,0,0,0,0,95.65,4.35
PRTM,2070,,Cathey Jamie Lynn (0735-CBSHS),37, 0,0,0,0,0,2.70,2.70,0,89.19,5.41
PRTM,2070,,Savedra Adam R (0735-CBSHS),4, #,#,#,#,#,#,#,#,#,#
PRTM,2200,,Cathey Jamie Lynn (0735-CBSHS),59, 32.20,42.37,11.86,1.69,3.39,8.47,0,0,0,0
PRTM,2260,,Baldwin Elizabeth Dennis (0735-CBSHS),13, 69.23,23.08,7.69,0,0,0,0,0,0,0
PRTM,2260,,Black Katrina Latrice (0735-CBSHS),14, 42.86,42.86,7.14,0,0,7.14,0,0,0,0
PRTM,2260,,Brookover Robert S (0735-CBSHS),14, 28.57,57.14,14.29,0,0,0,0,0,0,0
PRTM,2260,,Cathey Jamie Lynn (0735-CBSHS),14, 28.57,35.71,35.71,0,0,0,0,0,0,0
PRTM,2260,,Dudley Katie  (0735-CBSHS),13, 69.23,23.08,7.69,0,0,0,0,0,0,0
PRTM,2260,,Gagnon Ryan Joseph (0735-CBSHS),14, 21.43,50.00,21.43,7.14,0,0,0,0,0,0
PRTM,2260,,Harris Brandon S (0735-CBSHS),13, 53.85,23.08,23.08,0,0,0,0,0,0,0
PRTM,2260,,Stone Garrett A (0735-CBSHS),15, 53.33,33.33,13.33,0,0,0,0,0,0,0
PRTM,2260,,Tucker Teresa Walton (0735-CBSHS),15, 46.67,46.67,6.67,0,0,0,0,0,0,0
PRTM,2270,,Adams Emilie Viktoria (0735-CBSHS),14, 35.71,35.71,21.43,0,0,7.14,0,0,0,0
PRTM,2270,,Baldwin Elizabeth Dennis (0735-CBSHS),13, 76.92,23.08,0,0,0,0,0,0,0,0
PRTM,2270,,Brookover Robert S (0735-CBSHS),14, 64.29,28.57,7.14,0,0,0,0,0,0,0
PRTM,2270,,Cathey Jamie Lynn (0735-CBSHS),14, 0,42.86,21.43,28.57,7.14,0,0,0,0,0
PRTM,2270,,Dudley Katie  (0735-CBSHS),13, 69.23,23.08,7.69,0,0,0,0,0,0,0
PRTM,2270,,Gagnon Ryan Joseph (0735-CBSHS),14, 28.57,21.43,35.71,7.14,7.14,0,0,0,0,0
PRTM,2270,,Harris Brandon S (0735-CBSHS),13, 53.85,23.08,23.08,0,0,0,0,0,0,0
PRTM,2270,,Stone Garrett A (0735-CBSHS),15, 40.00,53.33,6.67,0,0,0,0,0,0,0
PRTM,2270,,Tucker Teresa Walton (0735-CBSHS),15, 26.67,66.67,6.67,0,0,0,0,0,0,0
PRTM,2290,,Adams Emilie Viktoria (0735-CBSHS),14, 71.43,21.43,0,0,0,7.14,0,0,0,0
PRTM,2290,,Baldwin Elizabeth Dennis (0735-CBSHS),13, 61.54,38.46,0,0,0,0,0,0,0,0
PRTM,2290,,Brookover Robert S (0735-CBSHS),14, 42.86,50.00,7.14,0,0,0,0,0,0,0
PRTM,2290,,Cathey Jamie Lynn (0735-CBSHS),14, 28.57,14.29,42.86,7.14,7.14,0,0,0,0,0
PRTM,2290,,Dudley Katie  (0735-CBSHS),13, 61.54,30.77,7.69,0,0,0,0,0,0,0
PRTM,2290,,Gagnon Ryan Joseph (0735-CBSHS),14, 35.71,42.86,21.43,0,0,0,0,0,0,0
PRTM,2290,,Harris Brandon S (0735-CBSHS),13, 38.46,61.54,0,0,0,0,0,0,0,0
PRTM,2290,,Stone Garrett A (0735-CBSHS),15, 60.00,40.00,0,0,0,0,0,0,0,0
PRTM,2290,,Tucker Teresa Walton (0735-CBSHS),15, 40.00,46.67,13.33,0,0,0,0,0,0,0
PRTM,2950,,Savedra Adam R (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
PRTM,2980,,Anderson Denise Marie (0701-CBSHS),17, 100.00,0,0,0,0,0,0,0,0,0
PRTM,3050,,Jordan Katherine A (0739-CBSHS),38, 63.16,28.95,5.26,2.63,0,0,0,0,0,0
PRTM,3070,,Dunham Raymond K (0735-CBSHS),32, 84.38,9.38,0,3.13,3.13,0,0,0,0,0
PRTM,3200,,Brownlee Matthew Tyler James (0735-CBSHS),14, 64.29,21.43,7.14,0,7.14,0,0,0,0,0
PRTM,3210,,Depper Gina L (0735-CBSHS),35, 25.71,51.43,20.00,0,2.86,0,0,0,0,0
PRTM,3220,,Lewis Stephen Thomas (0735-CBSHS),65, 92.31,6.15,0,0,0,0,1.54,0,0,0
PRTM,3230,,Lewis Stephen Thomas (0735-CBSHS),46, 93.48,0,4.35,0,0,0,2.17,0,0,0
PRTM,3240,,Hawkins Brent L. (0735-CBSHS),65, 66.15,33.85,0,0,0,0,0,0,0,0
PRTM,3250,,Pinckney Harrison Parker (0735-CBSHS),26, 53.85,34.62,0,3.85,0,7.69,0,0,0,0
PRTM,3300,,Bixler Robert D (0735-CBSHS),15, 53.33,26.67,20.00,0,0,0,0,0,0,0
PRTM,3420,,Chancellor Herbert Charles (0735-CBSHS),34, 50.00,20.59,11.76,5.88,8.82,0,2.94,0,0,0
PRTM,3430,,Fogle E'Lisha V (0735-CBSHS),30, 50.00,43.33,6.67,0,0,0,0,0,0,0
PRTM,3430,,Norman William C (0735-CBSHS),35, 40.00,51.43,8.57,0,0,0,0,0,0,0
PRTM,3470,,Ramshaw Gregory Philip (0735-CBSHS),19, 47.37,21.05,31.58,0,0,0,0,0,0,0
PRTM,3520,,Powell Gwynn M (0735-CBSHS),8, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Chancellor Anna-Marie VanPuymbroeck (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Chancellor Herbert Charles (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Duffy Lauren N (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Garst Stephanie Perler (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Lewis Stephen Thomas (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Norman William C (0735-CBSHS),4, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Powell Gwynn M (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,3900,,Savedra Adam R (0735-CBSHS),19, 47.37,42.11,10.53,0,0,0,0,0,0,0
PRTM,3910,,Chancellor Herbert Charles (0735-CBSHS),8, #,#,#,#,#,#,#,#,#,#
PRTM,3910,,Garst Stephanie Perler (0735-CBSHS),25, 92.00,0,8.00,0,0,0,0,0,0,0
PRTM,3910,,Gedikoglu Zeynep A (0735-CBSHS),25, 40.00,52.00,0,8.00,0,0,0,0,0,0
PRTM,3920,,Backman Kenneth F (0735-CBSHS),77, 89.61,7.79,2.60,0,0,0,0,0,0,0
PRTM,3950,,Lucas Richard A (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
PRTM,3950,,Savedra Adam R (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,3980,,Arthur-Banning Skye Gerald (0735-CBSHS),14, 92.86,0,0,0,0,7.14,0,0,0,0
PRTM,3980,,Townsend Jasmine Nutter (0735-CBSHS),5, #,#,#,#,#,#,#,#,#,#
PRTM,4030,,Depper Gina L (0735-CBSHS),18, 33.33,50.00,11.11,5.56,0,0,0,0,0,0
PRTM,4040,,Anderson Daniel Morgan (0739-CBSHS),32, 0,0,0,0,0,0,0,0,93.75,6.25
PRTM,4050,,Anderson Daniel Morgan (0739-CBSHS),12, 0,0,0,0,0,0,0,0,100.00,0
PRTM,4050,,Lewis Stephen Thomas (0735-CBSHS),6, #,#,#,#,#,#,#,#,#,#
PRTM,4090,H,Duffy Lauren N (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
PRTM,4210,,Anderson Denise Marie (0701-CBSHS),19, 10.53,26.32,42.11,21.05,0,0,0,0,0,0
PRTM,4220,,Crowe Brandi M (0735-CBSHS),37, 43.24,56.76,0,0,0,0,0,0,0,0
PRTM,4260,,Lewis Stephen Thomas (0735-CBSHS),26, 96.15,0,3.85,0,0,0,0,0,0,0
PRTM,4470,,Duffy Lauren N (0735-CBSHS),38, 81.58,15.79,2.63,0,0,0,0,0,0,0
PRTM,4510,,Arthur-Banning Skye Gerald (0735-CBSHS),18, 50.00,33.33,11.11,5.56,0,0,0,0,0,0
PRTM,4550,,Fernandez Mariela  (0735-CBSHS),18, 66.67,27.78,5.56,0,0,0,0,0,0,0
PRTM,4740,,Riungu Geoffrey Koome (0735-CBSHS),40, 95.00,0,0,0,5.00,0,0,0,0,0
PRTM,4830,,Lucas Richard A (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Anderson Daniel Morgan (0739-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Backman Kenneth F (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Bixler Robert D (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Brookover Robert S (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Chancellor Herbert Charles (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,4900,,Powell Gwynn M (0735-CBSHS),7, #,#,#,#,#,#,#,#,#,#
PRTM,4950,,Lucas Richard A (0735-CBSHS),6, #,#,#,#,#,#,#,#,#,#
PRTM,4990,H,Hallo Jeffrey Charles (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8010,,Fernandez Mariela  (0735-CBSHS),25, 96.00,0,0,0,0,4.00,0,0,0,0
PRTM,8010,,McGuire Francis A (0735-CBSHS),27, 100.00,0,0,0,0,0,0,0,0,0
PRTM,8020,,Arthur-Banning Skye Gerald (0735-CBSHS),12, 83.33,16.67,0,0,0,0,0,0,0,0
PRTM,8040,,Backman Sheila J (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8040,,Hawkins Brent L. (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8040,,Powell Robert Baxter (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8040,,Wright Brett A (0701-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Arthur-Banning Skye Gerald (0735-CBSHS),6, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Backman Sheila J (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Bixler Robert D (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Chancellor Anna-Marie VanPuymbroeck (0735-CBSHS),3, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Chancellor Herbert Charles (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Dickes Lori Ann (5735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Hallo Jeffrey Charles (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Hawkins Brent L. (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Lewis Stephen Thomas (0735-CBSHS),3, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Ramshaw Gregory Philip (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8060,,Townsend Jasmine Nutter (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8070,,Fefer Jessica Pearl (0735-CBSHS),26, 100.00,0,0,0,0,0,0,0,0,0
PRTM,8080,,Bixler Robert D (0735-CBSHS),20, 85.00,15.00,0,0,0,0,0,0,0,0
PRTM,8220,,ORourke Thomas John (0735-CBSHS),17, 88.24,0,0,0,5.88,5.88,0,0,0,0
PRTM,8420,,Backman Sheila J (0735-CBSHS),7, #,#,#,#,#,#,#,#,#,#
PRTM,8560,,Ramshaw Gregory Philip (0735-CBSHS),4, #,#,#,#,#,#,#,#,#,#
PRTM,8700,,Walter Alysha Amber (0735-CBSHS),8, #,#,#,#,#,#,#,#,#,#
PRTM,8710,,Townsend Jasmine Nutter (0735-CBSHS),16, 87.50,12.50,0,0,0,0,0,0,0,0
PRTM,8750,,Townsend Jasmine Nutter (0735-CBSHS),15, 86.67,6.67,0,0,0,0,6.67,0,0,0
PRTM,8910,,Anderson Denise Marie (0701-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Baldwin Elizabeth Dennis (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Garst Barry A (0754-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Hallo Jeffrey Charles (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Hawkins Brent L. (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Powell Gwynn M (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,8910,,Townsend Jasmine Nutter (0735-CBSHS),4, #,#,#,#,#,#,#,#,#,#
PRTM,9000,,Backman Sheila J (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,9000,,Bixler Robert D (0735-CBSHS),3, #,#,#,#,#,#,#,#,#,#
PRTM,9000,,Brownlee Matthew Tyler James (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,9000,,Gagnon Ryan Joseph (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,9000,,Powell Gwynn M (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,9080,,Backman Sheila J (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,9080,,Baldwin Elizabeth Dennis (0735-CBSHS),2, #,#,#,#,#,#,#,#,#,#
PRTM,9080,,Brownlee Matthew Tyler James (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,9080,,Chancellor Anna-Marie VanPuymbroeck (0735-CBSHS),3, #,#,#,#,#,#,#,#,#,#
PRTM,9100,,Powell Gwynn M (0735-CBSHS),63, 0,0,0,0,0,0,0,0,100.00,0
PRTM,9110,,Powell Gwynn M (0735-CBSHS),13, 0,0,0,0,0,7.69,0,0,92.31,0
PRTM,9350,,Hawkins Brent L. (0735-CBSHS),9, #,#,#,#,#,#,#,#,#,#
PRTM,9910,,Anderson Denise Marie (0701-CBSHS),1, #,#,#,#,#,#,#,#,#,#
PRTM,9910,,Arthur-Banning Skye Gerald (0735-CBSHS),1, #,#,#,#,#,#,#,#,#,#
