Course,Number,Prefix,Prof_Name (Assigned Dept-College),Enrolled ,A,B,C,D,F,W,I ,*,P,F
EDHD,3110,,Ryan Joseph Benedict (0723-CED),65, 98.46,0,0,1.54,0,0,0,0,0,0
EDHD,3110,,Visser Ryan D (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDHD,3110,H,Visser Ryan D (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDHD,8310,,Anders Renee Gatlin (0723-CED),12, 83.33,8.33,0,0,8.33,0,0,0,0,0
EDHD,8310,,Moore Anita P (0723-CED),11, 100.00,0,0,0,0,0,0,0,0,0
EDHD,9210,,Boyer David Matthew (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDHD,9310,,Switzer Fred S (1355-CBSHS),8, #,#,#,#,#,#,#,#,#,#
EDLT,4590,,Hubbard Koti Lee (0723-CED),27, 92.59,7.41,0,0,0,0,0,0,0,0
EDLT,4600,,Bentley Julia Kate (0723-CED),15, 60.00,26.67,6.67,6.67,0,0,0,0,0,0
EDLT,4600,,Hubbard Koti Lee (0723-CED),19, 100.00,0,0,0,0,0,0,0,0,0
EDLT,4600,,McNair Jonda Cecole (0723-CED),32, 62.50,28.13,9.38,0,0,0,0,0,0,0
EDLT,4600,H,McNair Jonda Cecole (0723-CED),3, #,#,#,#,#,#,#,#,#,#
EDLT,4610,,Dunston Pamela J (0723-CED),41, 90.24,7.32,2.44,0,0,0,0,0,0,0
EDLT,4980,,Jacques Lorraine Ann (0723-CED),23, 91.30,8.70,0,0,0,0,0,0,0,0
EDLT,4980,,Savitz Rachelle S (0723-CED),29, 86.21,6.90,0,0,3.45,0,3.45,0,0,0
EDLT,8100,,Schenck Stephanie Madison (0723-CED),19, 100.00,0,0,0,0,0,0,0,0,0
EDLT,8170,,Dunston Pamela J (0723-CED),21, 95.24,4.76,0,0,0,0,0,0,0,0
EDLT,8170,,Savitz Rachelle S (0723-CED),27, 85.19,11.11,3.70,0,0,0,0,0,0,0
EDLT,8200,,Fullerton Susan King (0723-CED),14, 92.86,0,7.14,0,0,0,0,0,0,0
EDLT,8210,,Fullerton Susan King (0723-CED),8, #,#,#,#,#,#,#,#,#,#
EDLT,8210,,Kaminski Rebecca A (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDLT,8220,,Cole Mikel Walker (0723-CED),20, 80.00,20.00,0,0,0,0,0,0,0,0
EDLT,8270,,Kaminski Rebecca A (0723-CED),10, 80.00,10.00,0,0,0,10.00,0,0,0,0
EDLT,8400,,Anders Renee Gatlin (0723-CED),11, 72.73,0,0,0,9.09,18.18,0,0,0,0
EDLT,8400,,Bowie Morgan Jones (0723-CED),16, 87.50,12.50,0,0,0,0,0,0,0,0
EDLT,8400,,Dawson Jaime Adele Henderson (0723-CED),16, 87.50,6.25,0,0,0,6.25,0,0,0,0
EDLT,8400,,DiBellonia Antoinette L (0723-CED),15, 93.33,6.67,0,0,0,0,0,0,0,0
EDLT,8400,,McBride Mary Ann Frances (0723-CED),12, 91.67,8.33,0,0,0,0,0,0,0,0
EDLT,8400,,Moss Michael J (0723-CED),20, 70.00,10.00,10.00,0,0,10.00,0,0,0,0
EDLT,8400,,Sanford Ellen Adkins (0723-CED),21, 90.48,0,0,0,0,9.52,0,0,0,0
EDLT,8400,,White Jamie Felder (0723-CED),22, 90.91,4.55,0,0,0,4.55,0,0,0,0
EDLT,8800,,Anders Renee Gatlin (0723-CED),7, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,Dawson Jaime Adele Henderson (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,Flury Caroline M (0723-CED),3, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,McBride Mary Ann Frances (0723-CED),8, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,Moss Michael J (0723-CED),9, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,Sanford Ellen Adkins (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDLT,8800,,White Jamie Felder (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,Anders Renee Gatlin (0723-CED),7, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,Dawson Jaime Adele Henderson (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,Flury Caroline M (0723-CED),3, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,McBride Mary Ann Frances (0723-CED),8, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,Moss Michael J (0723-CED),9, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,Sanford Ellen Adkins (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDLT,8820,,White Jamie Felder (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDLT,9130,,Wilder Phillip Michael (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDLT,9140,,Cole Mikel Walker (0723-CED),8, #,#,#,#,#,#,#,#,#,#
EDLT,9320,,Malloy Jacquelynn A (0724-CED),1, #,#,#,#,#,#,#,#,#,#
EDLT,9320,,Wilder Phillip Michael (0723-CED),4, #,#,#,#,#,#,#,#,#,#
EDSP,3700,,Counts Jennifer My-Linn (0723-CED),12, 91.67,8.33,0,0,0,0,0,0,0,0
EDSP,3700,,Dunn Michelle Elizabeth (0723-CED),36, 97.22,2.78,0,0,0,0,0,0,0,0
EDSP,3700,,Mackiewicz Sara Moore (0723-CED),13, 92.31,7.69,0,0,0,0,0,0,0,0
EDSP,3700,,Parker Wendell Kent (0723-CED),11, 100.00,0,0,0,0,0,0,0,0,0
EDSP,3700,H,Dunn Michelle Elizabeth (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDSP,3700,H,Mackiewicz Sara Moore (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,3720,,Griffith Catherine Aurentz (0723-CED),19, 89.47,5.26,5.26,0,0,0,0,0,0,0
EDSP,3740,,Hirsch Shanna Eisner (0723-CED),19, 89.47,5.26,5.26,0,0,0,0,0,0,0
EDSP,3750,,Allen Abigail Anne (0723-CED),16, 100.00,0,0,0,0,0,0,0,0,0
EDSP,4900,,Hodge Martha J (0723-CED),24, 95.83,0,0,0,0,4.17,0,0,0,0
EDSP,4920,,Stecker Pamela M (0723-CED),24, 87.50,8.33,0,0,0,4.17,0,0,0,0
EDSP,4930,,Ryan Joseph Benedict (0723-CED),24, 91.67,4.17,0,0,0,4.17,0,0,0,0
EDSP,4940,,Allen Abigail Anne (0723-CED),24, 83.33,12.50,0,0,0,4.17,0,0,0,0
EDSP,4950,,Stecker Pamela M (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,4960,,Parker Wendell Kent (0723-CED),24, 95.83,0,0,0,0,4.17,0,0,0,0
EDSP,4970,,Parker Wendell Kent (0723-CED),24, 95.83,0,0,0,0,4.17,0,0,0,0
EDSP,4980,,Romansky Beverly Lusk (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,8120,,Griffith Catherine Aurentz (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,8200,,Hodge Martha J (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,8220,,Stecker Pamela M (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,8230,,Stecker Pamela M (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,8530,,Katsiyannis Antonis  (0723-CED),13, 92.31,7.69,0,0,0,0,0,0,0,0
EDSP,8550,,Griffith Catherine Aurentz (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,8560,,Hirsch Shanna Eisner (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,8580,,Romansky Beverly Lusk (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,9500,,Hodge Martha J (0723-CED),2, #,#,#,#,#,#,#,#,#,#
EDSP,9930,,Hodge Martha J (0723-CED),6, #,#,#,#,#,#,#,#,#,#
EDSP,9930,,Stecker Pamela M (0723-CED),1, #,#,#,#,#,#,#,#,#,#
EDSP,9940,,Hodge Martha J (0723-CED),3, #,#,#,#,#,#,#,#,#,#
""
AL,3490,,Cadorette Deborah Jo (0722-CED),56, 58.93,28.57,7.14,3.57,0,1.79,0,0,0,0
AL,3490,,Connor Clyde Keith (0722-CED),12, 50.00,41.67,8.33,0,0,0,0,0,0,0
AL,3490,,Fry Edmond H (0722-CED),22, 86.36,9.09,0,0,0,4.55,0,0,0,0
AL,3490,,Wright Julia S (0722-CED),16, 93.75,6.25,0,0,0,0,0,0,0,0
AL,3500,,Godfrey Michael G (0722-CED),49, 20.41,30.61,22.45,12.24,2.04,12.24,0,0,0,0
AL,3530,,Colbert Isaac Sean (0722-CED),42, 28.57,30.95,26.19,9.52,4.76,0,0,0,0,0
AL,3600,,Connor Clyde Keith (0722-CED),15, 33.33,26.67,26.67,0,6.67,6.67,0,0,0,0
AL,3610,,Oates Henry C. (0722-CED),56, 78.57,16.07,3.57,0,1.79,0,0,0,0,0
AL,3620,,Carter Natalie Anne (0722-CED),58, 43.10,31.03,12.07,6.90,1.72,5.17,0,0,0,0
AL,3740,,Fry Edmond H (0722-CED),23, 78.26,8.70,4.35,0,4.35,4.35,0,0,0,0
AL,3760,,Fry Edmond H (0722-CED),38, 76.32,7.89,7.89,2.63,5.26,0,0,0,0,0
AL,4000,,Cadorette Deborah Jo (0722-CED),27, 0,0,0,0,0,3.70,0,0,96.30,0
AL,4380,,Cadorette Deborah Jo (0722-CED),43, 79.07,11.63,6.98,0,0,2.33,0,0,0,0
AL,4380,,Connor Clyde Keith (0722-CED),10, 50.00,30.00,10.00,10.00,0,0,0,0,0,0
AL,4380,,Soles Misty B (0722-CED),41, 80.49,12.20,2.44,0,2.44,2.44,0,0,0,0
AL,4380,,Wright Julia S (0722-CED),25, 72.00,24.00,0,0,0,4.00,0,0,0,0
AL,8440,,Marion Russell A (0722-CED),22, 77.27,9.09,9.09,0,4.55,0,0,0,0,0
AL,8490,,Godfrey Michael G (0722-CED),45, 84.44,11.11,2.22,0,0,2.22,0,0,0,0
AL,8500,,Godfrey Michael G (0722-CED),37, 81.08,10.81,5.41,0,0,2.70,0,0,0,0
AL,8620,,Godfrey Michael G (0722-CED),1, #,#,#,#,#,#,#,#,#,#
AL,8650,,Soles Misty B (0722-CED),29, 86.21,10.34,0,0,3.45,0,0,0,0,0
EDL,7000,,Knoeppel Robert C (0722-CED),2, #,#,#,#,#,#,#,#,#,#
EDL,7000,,Wilkerson Reginald D (0722-CED),12, 91.67,8.33,0,0,0,0,0,0,0,0
EDL,7250,,First Patricia Flanagan (5130-PROV),17, 100.00,0,0,0,0,0,0,0,0,0
EDL,7300,,Klar Hans William (0722-CED),14, 85.71,14.29,0,0,0,0,0,0,0,0
EDL,7400,,Hall Daniella  (0722-CED),10, 90.00,10.00,0,0,0,0,0,0,0,0
EDL,7400,,Nesbitt Barbara J (0722-CED),15, 86.67,6.67,6.67,0,0,0,0,0,0,0
EDL,7500,,Buskey Frederick C (0722-CED),26, 92.31,7.69,0,0,0,0,0,0,0,0
EDL,7550,,Buskey Frederick C (0722-CED),17, 82.35,11.76,0,0,0,0,5.88,0,0,0
EDL,8390,,Klar Hans William (0722-CED),7, #,#,#,#,#,#,#,#,#,#
EDL,8550,,Boettcher Michelle Lea (0722-CED),36, 100.00,0,0,0,0,0,0,0,0,0
EDL,8850,,Carter Angela Danielle (0722-CED),16, 87.50,6.25,0,0,6.25,0,0,0,0,0
EDL,8850,,Frady Kristin Kelly (0956-CECAS),1, #,#,#,#,#,#,#,#,#,#
EDL,8850,,Havice Pamela A (0722-CED),36, 100.00,0,0,0,0,0,0,0,0,0
EDL,8850,,Sims Cynthia M (0722-CED),1, #,#,#,#,#,#,#,#,#,#
EDL,8950,,Marion Russell A (0722-CED),2, #,#,#,#,#,#,#,#,#,#
EDL,9050,,Marion Russell A (0722-CED),13, 84.62,7.69,0,0,0,7.69,0,0,0,0
EDL,9110,,Lindle Jane C (0722-CED),11, 63.64,27.27,0,0,0,9.09,0,0,0,0
EDL,9550,,Frady Kristin Kelly (0956-CECAS),12, 91.67,0,0,0,0,8.33,0,0,0,0
EDL,9770,,Croom Natasha N (0722-CED),12, 100.00,0,0,0,0,0,0,0,0,0
EDL,9770,,Fine Cherese Frances (5185-CED),16, 100.00,0,0,0,0,0,0,0,0,0
EDL,9770,,Phelps-Ward Robin Jeanette (0722-CED),21, 95.24,4.76,0,0,0,0,0,0,0,0
EDL,9880,,Croom Natasha N (0722-CED),14, 85.71,0,0,0,0,0,14.29,0,0,0
EDL,9910,,Boettcher Michelle Lea (0722-CED),2, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Cawthon Tony W (0722-CED),8, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Havice Pamela A (0722-CED),6, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Havice William L (0722-CED),2, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Klar Hans William (0722-CED),5, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Knoeppel Robert C (0722-CED),7, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Lindle Jane C (0722-CED),6, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Marion Russell A (0722-CED),7, #,#,#,#,#,#,#,#,#,#
EDL,9910,,Phelps-Ward Robin Jeanette (0722-CED),1, #,#,#,#,#,#,#,#,#,#
EDSA,8030,,Havice Pamela A (0722-CED),38, 97.37,2.63,0,0,0,0,0,0,0,0
EDSA,8040,,Cawthon Tony W (0722-CED),35, 94.29,5.71,0,0,0,0,0,0,0,0
EDSA,8080,,Boettcher Michelle Lea (0722-CED),22, 100.00,0,0,0,0,0,0,0,0,0
EDSA,8100,,Wagner Rachel Lynn (0722-CED),37, 94.59,5.41,0,0,0,0,0,0,0,0
EDSA,8440,,Cawthon Tony W (0722-CED),22, 0,0,0,0,0,0,0,0,100.00,0
EDSA,8440,,Walker Kristin M (4007-STUD),12, 0,0,0,0,0,0,0,0,100.00,0
HRD,8200,,Havice William L (0722-CED),36, 88.89,11.11,0,0,0,0,0,0,0,0
HRD,8300,,Carter Angela Danielle (0722-CED),33, 90.91,3.03,6.06,0,0,0,0,0,0,0
HRD,8600,,Sims Cynthia M (0722-CED),16, 62.50,31.25,6.25,0,0,0,0,0,0,0
""
EDC,8010,,"Milsom, Amy Sue (0723-CED)",13, 100.00,0,0,0,0,0,0,0,0,0
EDC,8110,,"Hiott, Elaine H (0723-CED)",14, 100.00,0,0,0,0,0,0,0,0,0
EDC,8120,,"Scott, David A (0723-CED)",13, 100.00,0,0,0,0,0,0,0,0,0
EDC,8130,,"Milsom, Amy Sue (0723-CED)",14, 92.86,7.14,0,0,0,0,0,0,0,0
EDC,8160,,"Sackett, Corrine R (0723-CED)",20, 100.00,0,0,0,0,0,0,0,0,0
EDC,8170,,"Scott, David A (0723-CED)",19, 100.00,0,0,0,0,0,0,0,0,0
EDC,8180,,"Rogers, Tiffany L (0723-CED)",19, 89.47,10.53,0,0,0,0,0,0,0,0
EDC,8210,,"Sackett, Corrine R (0723-CED)",19, 94.74,5.26,0,0,0,0,0,0,0,0
EDC,8460,,"Hiott, Elaine H (0723-CED)",8, #,#,#,#,#,#,#,#,#,#
EDF,8010,,"Jamil, Faiza Marghoob (0723-CED)",6, #,#,#,#,#,#,#,#,#,#
EDF,8020,,"Boyer, David Matthew (0723-CED)",10, 100.00,0,0,0,0,0,0,0,0,0
EDF,8020,,"Brooker, Heather Rogers (0723-CED)",45, 88.89,4.44,0,0,0,6.67,0,0,0,0
EDF,8020,,"Rapa, Luke J (0723-CED)",44, 84.09,11.36,0,0,2.27,2.27,0,0,0,0
EDF,8350,,"Brooker, Heather Rogers (0723-CED)",12, 100.00,0,0,0,0,0,0,0,0,0
EDF,8710,,"Cridland-Hughes, Susan Anne (0724-CED)",47, 95.74,2.13,0,0,2.13,0,0,0,0,0
EDF,8770,,"Rapa, Luke J (0723-CED)",8, #,#,#,#,#,#,#,#,#,#
EDF,9310,,"Herro, Danielle Christine (0723-CED)",1, #,#,#,#,#,#,#,#,#,#
EDF,9780,,"Farmer, Jennie Lynn (0723-CED)",15, 80.00,6.67,6.67,0,0,6.67,0,0,0,0
EDF,9790,,"Boyer, David Matthew (0723-CED)",14, 100.00,0,0,0,0,0,0,0,0,0
EDF,9790,,"Gomez, Carlos (0724-CED)",14, 92.86,0,0,0,7.14,0,0,0,0,0
EDF,9910,,"Boyer, David Matthew (0723-CED)",2, #,#,#,#,#,#,#,#,#,#
EDF,9910,,"Fullerton, Susan King (0723-CED)",1, #,#,#,#,#,#,#,#,#,#
EDF,9910,,"Gambrell, Linda B (0723-CED)",1, #,#,#,#,#,#,#,#,#,#
EDF,9910,,"Herro, Danielle Christine (0723-CED)",1, #,#,#,#,#,#,#,#,#,#
EDHD,8310,,"Kaminski, Rebecca A (0723-CED)",12, 91.67,0,0,0,8.33,0,0,0,0,0
EDHD,8310,,"Warner, Margaret Mary (0724-CED)",19, 89.47,10.53,0,0,0,0,0,0,0,0
EDHD,9310,,"Wilder, Phillip Michael (0723-CED)",2, #,#,#,#,#,#,#,#,#,#
EDLT,8100,,"Kaminski, Rebecca A (0723-CED)",22, 59.09,36.36,4.55,0,0,0,0,0,0,0
EDLT,8100,,"Savitz, Rachelle S (0723-CED)",30, 46.67,50.00,0,0,0,3.33,0,0,0,0
EDLT,8100,,"Wilder, Phillip Michael (0723-CED)",10, 100.00,0,0,0,0,0,0,0,0,0
EDLT,8140,,"Cole, Mikel Walker (0723-CED)",29, 100.00,0,0,0,0,0,0,0,0,0
EDLT,8190,,"Fullerton, Susan King (0723-CED)",15, 93.33,0,0,0,6.67,0,0,0,0,0
EDSP,8100,,"Allen, Abigail Anne (0723-CED)",18, 77.78,11.11,5.56,0,0,5.56,0,0,0,0
EDSP,8210,,"Parker, Wendell Kent (0723-CED)",7, #,#,#,#,#,#,#,#,#,#
EDSP,8230,,"Griffith, Catherine Aurentz (0723-CED)",13, 100.00,0,0,0,0,0,0,0,0,0
EDSP,8530,,"Katsiyannis, Antonis (0723-CED)",6, #,#,#,#,#,#,#,#,#,#
EDSP,8770,,"Parker, Wendell Kent (0723-CED)",6, #,#,#,#,#,#,#,#,#,#
EDSP,9930,,"Katsiyannis, Antonis (0723-CED)",5, #,#,#,#,#,#,#,#,#,#
EDSP,9930,,"Ryan, Joseph Benedict (0723-CED)",2, #,#,#,#,#,#,#,#,#,#
""
AL,3490,,"Cadorette, Deborah Jo (0722-CED)",13, 69.23,23.08,0,0,7.69,0,0,0,0,0
AL,3500,,"Godfrey, Michael G (0722-CED)",5, #,#,#,#,#,#,#,#,#,#
AL,3530,,"Colbert, Isaac Sean (0722-CED)",9, #,#,#,#,#,#,#,#,#,#
AL,3610,,"Oates, Henry C. (0722-CED)",6, #,#,#,#,#,#,#,#,#,#
AL,3620,,"Carter, Natalie Anne (0722-CED)",14, 28.57,50.00,21.43,0,0,0,0,0,0,0
AL,3710,,"Cadorette, Deborah Jo (0722-CED)",9, #,#,#,#,#,#,#,#,#,#
AL,3740,,"Fry, Edmond H (0722-CED)",8, #,#,#,#,#,#,#,#,#,#
AL,3760,,"Fry, Edmond H (0722-CED)",17, 70.59,29.41,0,0,0,0,0,0,0,0
AL,4000,,"Cadorette, Deborah Jo (0722-CED)",14, 0,0,0,0,0,0,0,0,100.00,0
AL,4380,,"Connor, Clyde Keith (0722-CED)",13, 84.62,15.38,0,0,0,0,0,0,0,0
AL,4390,,"Cadorette, Deborah Jo (0722-CED)",1, #,#,#,#,#,#,#,#,#,#
AL,8510,,"Soles, Misty B (0722-CED)",16, 93.75,6.25,0,0,0,0,0,0,0,0
AL,8610,,"Soles, Misty B (0722-CED)",40, 82.50,12.50,5.00,0,0,0,0,0,0,0
AL,8620,,"Godfrey, Michael G (0722-CED)",34, 58.82,32.35,2.94,0,5.88,0,0,0,0,0
AL,8710,,"Godfrey, Michael G (0722-CED)",14, 78.57,21.43,0,0,0,0,0,0,0,0
EDL,7000,,"Wilkerson, Reginald D (0722-CED)",8, #,#,#,#,#,#,#,#,#,#
EDL,7150,,"Buskey, Frederick C (0722-CED)",30, 96.67,3.33,0,0,0,0,0,0,0,0
EDL,7200,,"Klar, Hans William (0722-CED)",18, 94.44,5.56,0,0,0,0,0,0,0,0
EDL,7250,,"First, Patricia Flanagan (0722-CED)",12, 100.00,0,0,0,0,0,0,0,0,0
EDL,7350,,"Nesbitt, Barbara J (0722-CED)",19, 100.00,0,0,0,0,0,0,0,0,0
EDL,7450,,"First, Patricia Flanagan (0722-CED)",14, 100.00,0,0,0,0,0,0,0,0,0
EDL,7510,,"D'Andrea, Kathryn Lee Merchant (0722-CED)",9, #,#,#,#,#,#,#,#,#,#
EDL,7560,,"D'Andrea, Kathryn Lee Merchant (0722-CED)",14, 92.86,7.14,0,0,0,0,0,0,0,0
EDL,8390,,"Boettcher, Michelle Lea (0722-CED)",5, #,#,#,#,#,#,#,#,#,#
EDL,8390,,"Lindle, Jane C (0722-CED)",19, 78.95,10.53,5.26,0,5.26,0,0,0,0,0
EDL,8850,,"Cawthon, Tony W (0722-CED)",1, #,#,#,#,#,#,#,#,#,#
EDL,9100,,"Croom, Natasha N (0722-CED)",9, #,#,#,#,#,#,#,#,#,#
EDL,9770,,"Wagner, Rachel Lynn (0722-CED)",8, #,#,#,#,#,#,#,#,#,#
EDL,9800,,"Croom, Natasha N (0722-CED)",9, #,#,#,#,#,#,#,#,#,#
EDL,9860,,"Klar, Hans William (0722-CED)",15, 20.00,0,0,0,80.00,0,0,0,0,0
EDL,9860,,"Knoeppel, Robert C (0722-CED)",1, #,#,#,#,#,#,#,#,#,#
EDL,9910,,"Boettcher, Michelle Lea (0722-CED)",1, #,#,#,#,#,#,#,#,#,#
EDL,9910,,"Cawthon, Tony W (0722-CED)",3, #,#,#,#,#,#,#,#,#,#
EDL,9910,,"Havice, Pamela A (0722-CED)",2, #,#,#,#,#,#,#,#,#,#
